工具类别,工具名称,简介,官网链接,Logo链接,Logo本地路径
AI编程工具,n8n,开源的低代码AI工作流自动化工具,https://n8n.io/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/n8n-icon.png,E:\PNG\site-62594.png
AI创新工具,OpenRouter,AI 模型 API 聚合平台，一个接口调用400多个模型,https://openrouter.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/OpenRouter-logo.png,E:\PNG\site-58373.png
,,,,,
AI编程工具,Trickle AI,一站式无代码 AI 开发平台,https://trickle.so/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/Trickle-AI-logo.png,E:\PNG\site-58463.png
AI创新工具,Refly,全球首个开源 Vibe Workflow 平台,https://refly.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/Refly-logo.png,E:\PNG\site-58318.png
,,,,,
,,,,,
,,,,,
AI编程工具,CREAO,零代码AI应用开发平台，内置AI智能体,https://creao.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/creao.ai-logo.png,E:\PNG\site-62299.png
,,,,,
,,,,,
,,,,,
AI创新工具,PPIO派欧云,AI云端一体化解决方案服务平台,https://ppio.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/05/ppio-logo.png,E:\PNG\site-52953.png
AI创新工具,蚂蚁百宝箱Tbox,让AI应用的创作像呼吸一样简单,https://tbox.alipay.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/09/8581725368494_.pic_.jpg,E:\PNG\site-16414.png
AI视频工具,WaveSpeedAI,AI图像和AI视频生成加速服务平台,https://wavespeed.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/08/WaveSpeedAI-logo.png,E:\PNG\site-60829.png
AI创新工具,模力方舟,AI应用共创平台，提供开发到部署一站式服务,https://ai.gitee.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/04/Gitee-AI-logo.png,E:\PNG\site-48043.png
AI创新工具,BigModel,智谱推出的大模型开发平台,https://bigmodel.cn,https://ai-bot.cn/wp-content/uploads/2024/08/BigModel-logo.png,E:\PNG\site-15446.png
AI创新工具,LongCat开放平台,美团推出的大模型API服务平台,https://longcat.chat/platform/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/LongCat-icon.png,E:\PNG\site-62159.png
AI创新工具,X-All in one,高性能、高性价比的 AI API 平台,https://www.x-aio.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/X-All-in-one-icon.png,E:\PNG\site-61576.png
AI创新工具,无问芯穹,AI大模型服务平台，提供从算力、模型到应用一站式服务,https://cloud.infini-ai.com/platform/ai?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/12/Infinigence-logo-1.jpg,E:\PNG\site-34774.png
AI创新工具,胜算云,AI模型算力聚合平台，聚合全球100+大模型,https://www.shengsuanyun.com/?from=CH_SYUM912W,https://ai-bot.cn/wp-content/uploads/2025/08/shengsuanyun-logo.png,E:\PNG\site-60619.png
AI商业工具,智谱清流,智谱推出的企业级AI智能体开发平台,https://bigmodel.cn/agent?utm_campaign=aibot&_channel_track_key=vqYFLTGW,https://ai-bot.cn/wp-content/uploads/2024/11/qingliu-logo.png,E:\PNG\site-29524.png
AI创新工具,文心智能体平台,百度推出的智能体构建平台,https://agents.baidu.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/baidu-yiyan-icon.png,E:\PNG\site-11229.png
AI创新工具,SkyAgents,昆仑万维推出的 AI Agent 开发平台,https://model-platform-skyagents.tiangong.cn/home/agent,https://ai-bot.cn/wp-content/uploads/2023/08/tiangong-ai-search-icon.png,E:\PNG\site-24351.png
AI学习资源,AI大学堂,科大讯飞推出的在线AI学习平台,https://www.aidaxue.com/?ch=daxue_collection_1,https://ai-bot.cn/wp-content/uploads/2023/04/aidaxue-icon.png,E:\PNG\site-1450.png
AI学习资源,堆友AI学习,堆友AI推出的AI设计知识学习网站,https://d.design/study?from=ab13,https://ai-bot.cn/wp-content/uploads/2025/08/d.design-logo1.png,E:\PNG\site-61404.png
AI学习资源,AI分享圈,最好最全的AI免费资源分享网站,https://aisharenet.com,https://ai-bot.cn/wp-content/uploads/2025/08/Sharenet.ai-logo.png,E:\PNG\site-59568.png
,,,,,
AI学习资源,Day of AI,麻省理工学院（MIT）推出的免费AI学习平台,https://dayofai.org/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/12/Day-of-AI-logo-1.png,E:\PNG\site-36329.png
AI学习资源,fast.ai,免费开源的深度学习和AI学习网站，让每个人都参与到AI！,https://www.fast.ai,https://ai-bot.cn/wp-content/uploads/2023/04/fast-ai-icon.png,E:\PNG\site-1356.png
AI学习资源,学吧导航,学习爱好者首选的学霸导航网站,https://www.xue8nav.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/08/xue8nav-logo.png,E:\PNG\site-60386.png
AI学习资源,Coursera,知名MOOC平台，提供众多人工智能和机器学习课程,https://www.coursera.org/collections/best-machine-learning-ai?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/coursera-icon.png,E:\PNG\site-22.png
AI学习资源,Elements of AI,免费在线AI通识学习课程,https://www.elementsofai.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/elements-of-ai-icon.png,E:\PNG\site-19.png
AI学习资源,DeepLearning.AI,深度学习和人工智能学习平台,https://www.deeplearning.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/deeplearning-ai-icon.png,E:\PNG\site-18.png
AI学习资源,动手学深度学习,结合理论与实践的深度学习教材和课程,https://zh.d2l.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/d2l-icon.png,E:\PNG\site-432.png
AI学习资源,MachineLearningMastery,免费在线的机器学习平台，提供从基础到高级全面教程,https://machinelearningmastery.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/machinelearningmastery-icon.png,E:\PNG\site-437.png
AI创新工具,Generative AI for Beginners,微软推出的面向初学者的免费生成式人工智能课程,https://microsoft.github.io/generative-ai-for-beginners/#/translation/cn,https://ai-bot.cn/wp-content/uploads/2023/11/genai-for-beginners-icon.png,E:\PNG\site-6039.png
AI编程工具,ML for Beginners,微软推出的免费开源的机器学习课程，GitHub标星7万+,https://microsoft.github.io/ML-For-Beginners/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/04/ml-for-beginners-icon.png,E:\PNG\site-1462.png
AI学习资源,Kaggle,机器学习和数据科学社区,https://www.kaggle.com,https://ai-bot.cn/wp-content/uploads/2023/03/kaggle-icon.png,E:\PNG\site-21.png
AI创新工具,神经网络入门,Brilliant推出的Introduction to Neural Networks课程,https://brilliant.org/courses/intro-neural-networks/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/brilliant-intro-neural-networks-website-2.png,E:\PNG\site-434.png
AI学习资源,Trancy,AI驱动的语言学习工具,https://trancy.org/zh-cn?referrer=65803e3f65752510b033ade9,https://ai-bot.cn/wp-content/uploads/2023/12/trancy-ai-icon.png,E:\PNG\site-6807.png
AI学习资源,Reading Coach,微软推出的免费个性化AI阅读学习教练,https://coach.microsoft.com/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/01/reading-coach-icon.png,E:\PNG\site-7785.png
AI学习资源,飞桨AI Studio,百度推出的AI学习与实训社区,https://aistudio.baidu.com,https://ai-bot.cn/wp-content/uploads/2023/03/paddlepaddle-icon.png,E:\PNG\site-23.png
AI编程工具,腾讯扣叮,腾讯推出的青少年编程教育平台,https://coding.qq.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/10/qqcoding-website-1.png,E:\PNG\site-26659.png
AI学习资源,阿里云AI学习路线,阿里云推出的人工智能学习路线（学+测）,https://developer.aliyun.com/learning/roadmap/ai,https://ai-bot.cn/wp-content/uploads/2023/03/aliyun-icon.png,E:\PNG\site-1057.png
AI教育工具,Udacity AI学院,Udacity推出的School of AI，从入门到高级,https://www.udacity.com/school/artificial-intelligence?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/Udacity-AI-school-website1.png,E:\PNG\site-1055.png
AI学习资源,Google AI,Google AI学习平台,https://ai.google,https://ai-bot.cn/wp-content/uploads/2023/03/google-ai-icon.png,E:\PNG\site-20.png
AI学习资源,ShowMeAI知识社区,人工智能领域的资料库和学习社区,https://www.showmeai.tech/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/04/showmeai-icon.png,E:\PNG\site-1444.png
AI创新工具,txyz,AI文献阅读和学术研究辅助平台,https://www.txyz.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/04/txyz-ai-icon.png,E:\PNG\site-11135.png
AI创新工具,Ollama,本地运行Llama和其他大语言模型,https://ollama.ai/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/12/ollama-icon.png,E:\PNG\site-5973.png
AI创新工具,Cherry Studio,开源全能 AI 客户端助手,https://www.cherry-ai.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/02/CherryStudio-logo.png,E:\PNG\site-60108.png
,,,,,
,,,,,
,,,,,
,,,,,
AI创新工具,无阶未来,AI应用与弹性算网平台,https://www.aivinla.com/register?code=85307444,https://ai-bot.cn/wp-content/uploads/2025/05/aivinla-logo.png,E:\PNG\site-50603.png
AI创新工具,Llama 3,Meta最新开源推出的新一代大模型,https://llama.meta.com/llama3/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/meta-icon.png,E:\PNG\site-11341.png
AI创新工具,Gemma,谷歌推出的新一代轻量级开放模型,https://ai.google.dev/gemma?hl=zh-cn,https://ai-bot.cn/wp-content/uploads/2024/02/google-gemma-icon.png,E:\PNG\site-8623.png
AI视频工具,豆包大模型,字节跳动推出的AI大模型家族，包括视频生成、语音视觉、通用语言模型等,https://www.volcengine.com/product/doubao?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/09/doubao-llm-logo1.png,E:\PNG\site-22232.png
AI创新工具,腾讯混元大模型,腾讯研发的大语言模型，具备强大的中文创作能力，复杂语境下的逻辑推理能力，以及可靠的任务执行能力,https://hunyuan.tencent.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/09/hunyuan-tencent-icon.png,E:\PNG\site-4558.png
A聊天机器人,GPT-4,OpenAI旗下最新的GPT-4模型,,https://ai-bot.cn/wp-content/uploads/2024/02/gpt-4-icon.png,E:\PNG\site-49.png
AI创新工具,DALL·E 3,OpenAI旗下最新的图像生成模型,,https://ai-bot.cn/wp-content/uploads/2023/03/dall-e-2-icon.png,E:\PNG\site-50.png
AI创新工具,文心大模型,百度推出的产业级知识增强大模型,https://wenxin.baidu.com,https://ai-bot.cn/wp-content/uploads/2023/03/paddlepaddle-icon.png,E:\PNG\site-1078.png
AI创新工具,LLaMA,Meta（Facebook）推出的AI大语言模型,https://github.com/facebookresearch/llama,https://ai-bot.cn/wp-content/uploads/2023/03/meta-icon.png,E:\PNG\site-54.png
AI编程工具,AutoGPT,爆火的实现GPT-4完全自主的实验性开源项目，GitHub超10万星,https://agpt.co/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/AutoGPT-logo.png,E:\PNG\site-1626.png
AI创新工具,Jan,本地运行大模型并进行AI对话的工具，免费开源,https://jan.ai/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/01/jan-ai-icon.png,E:\PNG\site-7412.png
A聊天机器人,AgentGPT,在浏览器中组装、配置和部署自主人工智能的开源项目,https://agentgpt.reworkd.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/AgentGPT-logo.png,E:\PNG\site-1623.png
AI创新工具,魔搭社区,阿里达摩院推出的AI模型社区，超过300+开源AI模型,https://www.modelscope.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/04/modelscope-icon.png,E:\PNG\site-1487.png
AI创新工具,悟道,智源“悟道”大模型，中国首个+世界最大人工智能大模型,https://www.baai.ac.cn/portal/article/index/cid/49/id/518.html,https://ai-bot.cn/wp-content/uploads/2023/03/wudao-icon.png,E:\PNG\site-1083.png
AI视频工具,MiracleVision奇想智能,美图推出的AI视觉大模型，支持AI图像、设计和视频创作,https://www.miraclevision.com/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/12/miraclevision-icon.png,E:\PNG\site-6279.png
AI学习资源,Gradio,开源的搭建机器学习模型UI界面的Python库,https://gradio.app,https://ai-bot.cn/wp-content/uploads/2023/05/gradio-icon.png,E:\PNG\site-2147.png
AI创新工具,DeepFloyd IF,StabilityAI旗下的DeepFloyd团队推出的图片生成模型,https://deepfloyd.ai/deepfloyd-if,https://ai-bot.cn/wp-content/uploads/2023/05/deepfloyd-icon.png,E:\PNG\site-2141.png
AI创新工具,Cohere,构建AI产品的大语言模型平台,https://cohere.com,https://ai-bot.cn/wp-content/uploads/2023/05/cohere-icon.png,E:\PNG\site-2452.png
AI创新工具,序列猴子,出门问问推出的一款超大规模的语言模型,https://openapi.mobvoi.com/index,https://ai-bot.cn/wp-content/uploads/2023/04/openapi-mobvoi-icon.png,E:\PNG\site-1933.png
AI创新工具,BLOOM,HuggingFace推出的大型语言模型（LLM）,https://huggingface.co/docs/transformers/model_doc/bloom,https://ai-bot.cn/wp-content/uploads/2023/03/bloom-icon.png,E:\PNG\site-51.png
AI创新工具,阿里巴巴M6,阿里巴巴达摩院推出的超大规模中文预训练模型(M6),https://m6.aliyun.com/#,https://ai-bot.cn/wp-content/uploads/2023/03/aliyun-icon.png,E:\PNG\site-1079.png
AI创新工具,MMLU,大规模多任务语言理解基准,https://paperswithcode.com/sota/multi-task-language-understanding-on-mmlu,https://ai-bot.cn/wp-content/uploads/2023/11/mmlu-benchmark-icon.png,E:\PNG\site-5434.png
AI创新工具,Open LLM Leaderboard,Hugging Face推出的开源大模型排行榜单,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/huggingface-icon.png,E:\PNG\site-5435.png
AI创新工具,C-Eval,一个全面的中文基础模型评估套件,https://cevalbenchmark.com/index_zh.html#home_zh?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/11/c-eval-icon.png,E:\PNG\site-5433.png
AI创新工具,FlagEval,智源研究院推出的FlagEval（天秤）大模型评测平台,https://flageval.baai.ac.cn/#/trending,https://ai-bot.cn/wp-content/uploads/2023/11/flageval-icon.png,E:\PNG\site-5442.png
AI创新工具,AI Ping,AI大模型服务性能评测平台,https://aiping.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/AI-Ping-logo.png,E:\PNG\site-61493.png
AI创新工具,SuperCLUE,中文通用大模型综合性测评基准,https://www.cluebenchmarks.com/static/superclue.html?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/11/superclue-icon.png,E:\PNG\site-5437.png
AI创新工具,AGI-Eval,AI大模型评测社区,https://agi-eval.cn/mvp/home?sourcePage=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/12/AGI-Eval-logo.png,E:\PNG\site-34764.png
AI创新工具,OpenCompass,上海人工智能实验室推出的大模型开放评测体系,https://opencompass.org.cn/leaderboard-llm?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/11/opencompass-icon.png,E:\PNG\site-5443.png
AI创新工具,CMMLU,一个综合性的大模型中文评估基准,https://github.com/haonan-li/CMMLU,https://ai-bot.cn/wp-content/uploads/2023/11/cmmlu-benchmark-icon.png,E:\PNG\site-5436.png
AI创新工具,MMBench,全方位的多模态大模型能力评测体系,https://mmbench.opencompass.org.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/11/mmbench-icon.png,E:\PNG\site-5444.png
AI创新工具,HELM,斯坦福大学推出的大模型评测体系,https://crfm.stanford.edu/helm/latest/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/11/helm-benchmark.png,E:\PNG\site-5447.png
AI创新工具,LMArena,AI模型评估平台,https://lmarena.ai/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/LMArena-website.png,E:\PNG\site-5441.png
AI创新工具,LLMEval3,由复旦大学NLP实验室推出的大模型评测基准,http://llmeval.com/index,https://ai-bot.cn/wp-content/uploads/2023/11/llm-eval-icon.png,E:\PNG\site-5448.png
A聊天机器人,H2O EvalGPT,H2O.ai推出的基于Elo评级方法的大模型评估系统,https://evalgpt.ai,https://ai-bot.cn/wp-content/uploads/2023/11/h2o-evalgpt-icon.png,E:\PNG\site-5446.png
AI创新工具,PubMedQA,生物医学研究问答数据集和模型得分排行榜,https://pubmedqa.github.io/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/11/pubmedqa-icon.png,E:\PNG\site-5477.png
,,,,,
A聊天机器人,GPTZero,超过百万人都在用的免费AI内容检测工具,https://gptzero.me,https://ai-bot.cn/wp-content/uploads/2023/11/gptzero-icon-new.png,E:\PNG\site-395.png
A聊天机器人,StudyCorgi ChatGPT Detector,免费的检测论文是否由ChatGPT生成的工具,https://studycorgi.com/free-writing-tools/chat-gpt-detector,https://ai-bot.cn/wp-content/uploads/2023/03/studycorgi-icon.png,E:\PNG\site-411.png
AI创新工具,AISEO AI Content Detector,AISEO推出的AI内容检测器,https://aiseo.ai/tools/ai-content-detector.html,https://ai-bot.cn/wp-content/uploads/2023/03/aiseo-ai-icon.png,E:\PNG\site-408.png
AI创新工具,Proofig,AI检测科研图像是否造假抄袭,https://www.proofig.com/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/01/proofig-ai-icon.png,E:\PNG\site-7189.png
AI创新工具,Writecream AI Content Detector,Writecream推出的AI内容检测工具,https://www.writecream.com/ai-content-detector,https://ai-bot.cn/wp-content/uploads/2023/03/writecream-icon.png,E:\PNG\site-407.png
AI创新工具,Smodin AI Content Detector,多语种AI内容检测工具,https://smodin.io/ai-content-detector,https://ai-bot.cn/wp-content/uploads/2023/03/smodin-icon.png,E:\PNG\site-406.png
AI创新工具,Sapling AI Content Detector,Sapling.ai推出的免费在线AI内容检测工具,https://sapling.ai/utilities/ai-content-detector,https://ai-bot.cn/wp-content/uploads/2023/03/sapling-ai-icon.png,E:\PNG\site-396.png
AI创新工具,挖错网,AI内容审核校对平台，一键检测内容自动纠错,https://wacuowang.com,https://ai-bot.cn/wp-content/uploads/2025/04/wacuowang-logo-1.png,E:\PNG\site-47103.png
AI创新工具,团象,AI内容检测与优化平台,https://xueshu.tuanxiang.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/xueshu.tuanxiang-website2.png,E:\PNG\site-16912.png
AI创新工具,AI Content Detector,Writer推出的AI内容检测工具,https://writer.com/ai-content-detector,https://ai-bot.cn/wp-content/uploads/2023/03/writer-icon.png,E:\PNG\site-393.png
AI创新工具,Originality.AI,原创度和AI内容检测,https://originality.ai,https://ai-bot.cn/wp-content/uploads/2023/03/originality-ai-icon.png,E:\PNG\site-180.png
AI写作工具,CopyLeaks,AI内容检测和分级,https://copyleaks.com,https://ai-bot.cn/wp-content/uploads/2023/03/copyleaks-icon.png,E:\PNG\site-169.png
AI创新工具,Winston AI,强大的AI内容检测解决方案,https://gowinston.ai,https://ai-bot.cn/wp-content/uploads/2023/03/winston-ai-icon.png,E:\PNG\site-156.png
AI创新工具,CheckforAi,免费在线检测AI内容工具,https://checkforai.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/checkforai-icon.png,E:\PNG\site-599.png
,,,,,
AI创新工具,提示工程指南,提示工程指南（Prompt Engine...,https://www.promptingguide.ai/zh,https://ai-bot.cn/wp-content/uploads/2023/06/prompt-engineering-guide-icon.png,E:\PNG\site-2818.png
AI创新工具,Google AI提示词库,谷歌推出的AI提示词库,https://cloud.google.com/vertex-ai/generative-ai/docs/prompt-gallery?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/09/Google-Cloud-prompt-gallery-logo.png,E:\PNG\site-61488.png
AI创新工具,PromptPerfect,PromptPerfect 是一款专业好...,https://promptperfect.jinaai.cn/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/10/promptperfect-icon.png,E:\PNG\site-4963.png
AI绘画工具,Stable Diffusion Prompt Book,OpenArt平台推出的免费提示词指南手册,https://openart.ai/promptbook,https://ai-bot.cn/wp-content/uploads/2023/03/openart-ai-icon.png,E:\PNG\site-767.png
AI搜索引擎,PromptHero,AI提示词优化与搜索平台,https://prompthero.com,https://ai-bot.cn/wp-content/uploads/2023/03/prompt-hero-icon.png,E:\PNG\site-743.png
AI创新工具,ClickPrompt,在线AI提示词设计工具,https://prompt.phodal.com,https://ai-bot.cn/wp-content/uploads/2023/03/clickprompt-icon.png,E:\PNG\site-756.png
AI创新工具,AI Prompt Generator,AI Prompt Generator是什么 A...,https://www.aipromptgenerator.net/zh?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/10/AI-Prompt-Generator-logo.png,E:\PNG\site-23110.png
AI创新工具,AI Short,AI提示词管理和共享平台，多种场景的快捷指令,https://www.aishort.top/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2024/10/AI-Short-logo.png,E:\PNG\site-23106.png
A聊天机器人,LangGPT,LangGPT是什么 LangGPT是一种...,https://github.com/langgptai/LangGPT,https://ai-bot.cn/wp-content/uploads/2024/10/LangGPT-logo1.png,E:\PNG\site-23101.png
AI创新工具,Generrated,AI提示词参考平台,https://generrated.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/04/generrated-icon.png,E:\PNG\site-1279.png
AI创新工具,PublicPrompts,PublicPrompts是什么 PublicP...,https://publicprompts.art,https://ai-bot.cn/wp-content/uploads/2023/03/public-prompts-icon.png,E:\PNG\site-795.png
AI创新工具,Snack Prompt,输入正确的提示词，可以让Cha...,https://snackprompt.com/?ref=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/04/snack-prompt-icon.png,E:\PNG\site-1899.png
AI创新工具,AIPRM,AI 提示词库和提示词管理工具,https://www.aiprm.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/aiprm-icon.png,E:\PNG\site-749.png
AI创新工具,PromptFolder,AI提示词生成和管理工具,https://prompt.noonshot.com/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2025/07/PromptFolder-logo.png,E:\PNG\site-760.png
AI创新工具,AI Prompt Genius,AI提示词库创建和管理工具,https://www.aipromptgenius.app/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/chatgpt-prompt-genius-icon.png,E:\PNG\site-748.png
,,,,,
AI学习资源,AI Prompt Library,免费的AI 提示词资源平台,https://moxby.com/ai-prompt-library?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/promptvine-icon.png,E:\PNG\site-747.png
A聊天机器人,Awesome ChatGPT Prompts,AI提示词收集和整理工具,https://prompts.chat/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/awesome-chatgpt-prompt-icon.png,E:\PNG\site-746.png
AI学习资源,Learning Prompt,免费的AI提示词学习平台,https://learningprompt.wiki/?utm_source=ai-bot.cn,https://ai-bot.cn/wp-content/uploads/2023/03/learning-prompt-icon.png,E:\PNG\site-744.png
